,Masked_sentences,Labels
13245,"I ax your pardon, sir, acknowledging you for to be captaing at this present; but I claim my right, and steps outside for a council.” And with an elaborate sea-salute, this fellow, a long, ill-looking, yellow-eyed man of five and thirty, stepped [MASK] towards the door and disappeared out of the house.",coolly
13246,"One after another the rest followed his example, [MASK] making a salute as he passed, each adding some apology.",each
13247,“According to [MASK] said one.,"rules,”"
13248,"“Forecastle council,” [MASK] Morgan.",said
13249,And so with one remark or another all marched [MASK] and left Silver and me alone with the torch.,out
13250,The sea-cook [MASK] removed his pipe.,instantly
13251,"“Now, look you here, Jim Hawkins,” he said in a steady whisper that was no more than audible, “you’re within half a plank of death, and what’s a long [MASK] worse, of torture.",sight
13252,They’re [MASK] to throw me off.,going
13253,"But, [MASK] mark, I stand by you through thick and thin.",you
13254,"I didn’t mean to; no, not till [MASK] spoke up.",you
13255,"I was about desperate to [MASK] that much blunt, and be hanged into the bargain.",lose
13256,But I [MASK] you was the right sort.,see
13257,"I says to myself, you stand by Hawkins, John, and Hawkins’ll stand [MASK] you.",by
13258,"You’re his last card, and by the living thunder, John, [MASK] yours!",he’s
13259,"Back to back, says [MASK]",I.
13260,You save your [MASK] and he’ll save your neck!” I began dimly to understand.,"witness,"
13261,“You mean all’s lost?” I [MASK],asked.
13262,"“Aye, by gum, [MASK] do!” he answered.",I
13263,"“Ship gone, neck gone — that’s [MASK] size of it.",the
13264,"Once I looked into that bay, Jim [MASK] and seen no schooner — well, I’m tough, but I gave out.","Hawkins,"
13265,"As for that lot and their council, mark [MASK] they’re outright fools and cowards.","me,"
13266,[MASK] save your life — if so be as I can — from them.,I’ll
13267,"But, see here, Jim — tit for tat — you [MASK] Long John from swinging.” I was bewildered; it seemed a thing so hopeless he was asking — he, the old buccaneer, the ringleader throughout.",save
13268,"“What I [MASK] do, that I’ll do,” I said.",can
13269,“It’s a [MASK] cried Long John.,bargain!”
13270,"“You speak up plucky, and by thunder, I’ve a chance!” Treasure Island Robert Louis Stevenson Page 115/142He hobbled to the torch, where it stood propped among the firewood, and took a fresh light to his [MASK]",pipe.
13271,"“Understand me, Jim,” [MASK] said, returning.",he
13272,"[MASK] a head on my shoulders, I have.",“I’ve
13273,I’m [MASK] squire’s side now.,on
13274,I know you’ve got that [MASK] safe somewheres.,ship
13275,"How you done it, I don’t know, but safe [MASK] is.",it
13276,[MASK] guess Hands and O’Brien turned soft.,I
13277,I never much [MASK] in neither of THEM.,believed
13278,Now you mark [MASK],me.
13279,"I ask no questions, nor I [MASK] let others.",won’t
13280,"I know when a game’s up, I do; and I [MASK] a lad that’s staunch.",know
13281,"Ah, [MASK] that’s young — you and me might have done a power of good together!” He drew some cognac from the cask into a tin cannikin.",you
13282,"“Will you taste, messmate?” he asked; and when [MASK] had refused: “Well, I’ll take a drain myself, Jim,” said he.",I
13283,"“I need [MASK] caulker, for there’s trouble on hand.",a
13284,"And talking o’ trouble, why did that doctor give me the chart, Jim?” My face expressed a wonder [MASK] unaffected that he saw the needlessness of further questions.",so
13285,"“Ah, well, he did, [MASK] said he.","though,”"
13286,"“And there’s something under that, no doubt — something, surely, under that, Jim — bad or good.” And he took another swallow of the brandy, shaking his great fair head like a man who looks forward [MASK] the worst.",to
13287,"Chapter XXIX [MASK] Black Spot Again The council of buccaneers had lasted some time, when one of them re-entered the house, and with a repetition of the same salute, which had in my eyes an ironical air, begged for a moment’s loan of the torch.",The
13288,"Silver briefly agreed, and this emissary retired again, leaving us together in [MASK] dark.",the
13289,"“There’s a [MASK] coming, Jim,” said Silver, who had by this time adopted quite a friendly and familiar tone.",breeze
13290,I turned to the [MASK] nearest me and looked out.,loophole
13291,The embers of the great fire had so far burned themselves out and now glowed so low and duskily that I [MASK] why these conspirators desired a torch.,understood
13292,"About half-way down the slope to the stockade, they were collected in a group; one held the light, another was on his knees in their midst, and I saw the blade of an open knife shine in his hand with varying colours in the moon [MASK] torchlight.",and
13293,"The rest were all somewhat stooping, as though watching the manoeuvres of this [MASK]",last.
13294,"I could just make out that he had a book as well as a knife in [MASK] hand, and was still wondering how anything so incongruous had come in their possession when the kneeling figure rose once more to his feet and the whole party began to move together towards the house.",his
13295,"Treasure Island Robert Louis Stevenson Page 116/142“Here they come,” said I; and I returned to my former position, for [MASK] seemed beneath my dignity that they should find me watching them.",it
13296,"“Well, let ’em come, lad — let ’em [MASK] said Silver cheerily.","come,”"
13297,"“I’ve still a shot in my locker.” The door opened, and the five men, standing huddled together just inside, pushed [MASK] of their number forward.",one
13298,"In any other circumstances it would have [MASK] comical to see his slow advance, hesitating as he set down each foot, but holding his closed right hand in front of him.",been
13299,"“Step up, [MASK] cried Silver.","lad,”"
13300,[MASK] won’t eat you.,“I
13301,"[MASK] it over, lubber.",Hand
13302,"I know the [MASK] I do; I won’t hurt a depytation.” Thus encouraged, the buccaneer stepped forth more briskly, and having passed something to Silver, from hand to hand, slipped yet more smartly back again to his companions.","rules,"
13303,The sea-cook looked at what [MASK] been given him.,had
13304,[MASK] black spot!,“The
13305,"I [MASK] so,” he observed.",thought
13306,“Where might you have got the [MASK],paper?
13307,[MASK] hillo!,"Why,"
13308,"Look here, now; [MASK] ain’t lucky!",this
13309,You’ve gone and cut this out of a [MASK],Bible.
13310,"What fool’s [MASK] a Bible?” “Ah, there!” said Morgan.",cut
13311,[MASK],“There!
13312,[MASK] did I say?,Wot
13313,"No [MASK] come o’ that, I said.” “Well, you’ve about fixed it now, among you,” continued Silver.",good’ll
13314,"“You’ll all swing now, [MASK] reckon.",I
13315,"What softheaded lubber had a Bible?” German “It was Dick,” [MASK] one.",said
13316,"“Dick, [MASK] it?",was
13317,"[MASK] Dick can get to prayers,” said Silver.",Then
13318,"“He’s seen his slice of luck, has Dick, and you may [MASK] to that.” But here the long man with the yellow eyes struck in.",lay
13319,"“Belay that [MASK] John Silver,” he said.","talk,"
13320,"“This crew has tipped you the black spot in full council, as in dooty bound; just you turn it [MASK] as in dooty bound, and see what’s wrote there.","over,"
13321,"Then you can [MASK] “Thanky, George,” replied the sea-cook.",talk.”
13322,"“You always was brisk for business, and has the [MASK] by heart, George, as I’m pleased to see.",rules
13323,"Well, what is it, [MASK]",anyway?
13324,[MASK],Ah!
13325,"‘Deposed’— [MASK] it, is it?",that’s
13326,"[MASK] pretty wrote, to be sure; like print, I swear.",Very
13327,"Your [MASK] o’ write, George?",hand
13328,"Why, you was gettin’ quite a [MASK] man in this here crew.",leadin’
13329,"[MASK] be cap’n next, I shouldn’t wonder.",You’ll
13330,"[MASK] oblige me with that torch again, will you?",Just
